,antecedent,consequent,confidence,lift,support
596,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0199241382184986,2.481768690862989,0.000923803597036
182,HIDROCLOROTIAZI.MG CPR 25mg x 30,7891721201806,0.1454281333225728,2.4505258511924177,0.0034826236022155
378,7891721201806,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0586836877584915,2.4505258511924177,0.0034826236022155
496,7891721201806,ATENOLOL MG CPR 25mg x 30,0.03360797212362,2.4206067071319897,0.0019944881007139
183,ATENOLOL MG CPR 25mg x 30,7891721201806,0.143652561247216,2.4206067071319897,0.0019944881007139
187,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,7891721201806,0.1421783168688258,2.3957650628250584,0.0065922470073015
222,7891721201806,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1110821636760347,2.3957650628250584,0.0065922470073015
591,DIPIRONA SODICA MG CPR 50X10 500MG x 500,BANNER THERAPI,0.0208599948809828,2.377423724953179,0.0006300417837526
336,BANNER THERAPI,DIPIRONA SODICA MG CPR 50X10 500MG x 500,0.071806167400881,2.377423724953179,0.0006300417837526
191,ATENOLOL MG CPR 25mg x 30,7891721201806,0.1394608363404797,2.3499743610352386,0.0012697467850475
588,7891721201806,ATENOLOL MG CPR 25mg x 30,0.0213957729507929,2.3499743610352386,0.0012697467850475
194,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,7891721201806,0.136996336996337,2.308446499712335,0.0057824693772636
259,7891721201806,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0974370664669293,2.3084464997123346,0.0057824693772636
208,HIDROCLOROTIAZI.MG CPR 25mg x 30,7891721201806,0.1242176215695715,2.093119714014952,0.0009972440503569
620,7891721201806,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.01680398606181,2.093119714014951,0.0009972440503569
613,7891058002916,DIPIRONA SODICA MG CPR DI 24X10 500MG x 240,0.0180912518592825,1.967398924872036,0.001010772554916
226,DIPIRONA SODICA MG CPR DI 24X10 500MG x 240,7891058002916,0.1099201345102984,1.967398924872036,0.001010772554916
219,HIDROCLOROTIAZI.MG CPR 25mg x 30,7891721201806,0.1148796498905908,1.93577092273061,0.0008117102735463
645,7891721201806,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0136776630735662,1.93577092273061,0.0008117102735463
73,0000023384240,TAXA DE ENTREGA,0.2733383121732636,1.7886301204527857,0.0007073475240904
764,TAXA DE ENTREGA,0000023384240,0.0046286342999506,1.7886301204527857,0.0007073475240904
605,7891058002916,7896641810244,0.018886851845446,1.7807121361118388,0.0010552233556102
255,7896641810244,7891058002916,0.0994897959183673,1.7807121361118383,0.0010552233556102
593,7891721201806,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0208095873904972,1.7744597173888343,0.0012349592018955
239,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,7891721201806,0.1053065260382333,1.7744597173888343,0.0012349592018955
260,TORSILAX CPR E F x 200,7891058002916,0.0974106041923551,1.7434978478962793,0.0012214306973364
583,7891058002916,TORSILAX CPR E F x 200,0.0218617039676225,1.7434978478962793,0.0012214306973364
76,MULTIFRAL INFANTIL FRA SU JU XG x 70,TAXA DE ENTREGA,0.2628145386766076,1.7197662348624991,0.0005450054693811
795,TAXA DE ENTREGA,MULTIFRAL INFANTIL FRA SU JU XG x 70,0.0035663247884865,1.719766234862499,0.0005450054693811
82,ALLEGRA SUSP PEDIATR 6.00MG 60ML x 1 /ML,TAXA DE ENTREGA,0.2536528345996493,1.659815254202549,0.0008387672826645
750,TAXA DE ENTREGA,ALLEGRA SUSP PEDIATR 6.00MG 60ML x 1 /ML,0.0054885991425644,1.659815254202549,0.0008387672826645
634,7891058002916,DIPIRONA SODICA MG CPR 24X10 500MG x 240,0.0153239475595835,1.654634576370005,0.0008561610742405
272,DIPIRONA SODICA MG CPR 24X10 500MG x 240,7891058002916,0.0924457429048414,1.6546345763700048,0.0008561610742405
624,7891058002916,7891268044409,0.0161887301532394,1.6217753897909173,0.0009044771619516
276,7891268044409,7891058002916,0.0906098741529525,1.6217753897909173,0.0009044771619516
686,7891721201806,7899547505252,0.010421076627479,1.5715931200961786,0.0006184459227019
269,7899547505252,7891721201806,0.093267269017779,1.5715931200961786,0.0006184459227019
287,DIPIRONA SODICA MG CPR 50X10 500MG x 500,7891058002916,0.0873432300998208,1.5633075574260575,0.0026380583890256
438,7891058002916,DIPIRONA SODICA MG CPR 50X10 500MG x 500,0.0472171296136151,1.563307557426057,0.0026380583890256
87,BENEGRIP CPR REV 25X6 x 150,TAXA DE ENTREGA,0.2330694810905892,1.5251250025012235,0.0005121505297375
804,TAXA DE ENTREGA,BENEGRIP CPR REV 25X6 x 150,0.0033513335778331,1.5251250025012233,0.0005121505297375
88,CONFIRA K TI+TUB TES x 1,TAXA DE ENTREGA,0.2296551724137931,1.502782963102188,0.0006435702883117
771,TAXA DE ENTREGA,CONFIRA K TI+TUB TES x 1,0.0042112984204469,1.5027829631021878,0.0006435702883117
90,49411,TAXA DE ENTREGA,0.2288268156424581,1.4973624866972866,0.0019790269526463
654,TAXA DE ENTREGA,49411,0.0129500588064193,1.4973624866972863,0.0019790269526463
92,DICLOFEN.POTASI MG CPR REVEST 50mg x 20,TAXA DE ENTREGA,0.224249558563861,1.467410520524887,0.000736337176717
758,TAXA DE ENTREGA,DICLOFEN.POTASI MG CPR REVEST 50mg x 20,0.0048183324269978,1.4674105205248869,0.000736337176717
790,TAXA DE ENTREGA,BES ANLODIPINO MG CPR 5.00MG x 30,0.0036674971229117,1.4642425666047298,0.0005604666174486
93,BES ANLODIPINO MG CPR 5.00MG x 30,TAXA DE ENTREGA,0.2237654320987654,1.4642425666047298,0.0005604666174486
782,TAXA DE ENTREGA,7899095260481,0.0038192556245494,1.4393169415791207,0.00058365833955
96,7899095260481,TAXA DE ENTREGA,0.2199563000728332,1.4393169415791205,0.00058365833955
103,CETOPROFENO MG CPR LIB PROL 150MG x 10,TAXA DE ENTREGA,0.2138821630347054,1.399569917549549,0.0005121505297375
805,TAXA DE ENTREGA,CETOPROFENO MG CPR LIB PROL 150MG x 10,0.0033513335778331,1.3995699175495486,0.0005121505297375
462,NIMESULIDA 100MG C/12 (GLOBO),CIMEGRIPE CAPSULAS 400MG x 20,0.0411647456452032,1.3876936399905482,0.0009180056665107
516,CIMEGRIPE CAPSULAS 400MG x 20,NIMESULIDA 100MG C/12 (GLOBO),0.0309466414750146,1.3876936399905482,0.0009180056665107
318,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),7891058002916,0.0757363253856942,1.3555620706014817,0.0013567157429274
562,7891058002916,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),0.0242830952298592,1.3555620706014817,0.0013567157429274
801,TAXA DE ENTREGA,NAPROXENO SOD MG CPR REVEST 550MG x 10,0.0034525059122582,1.337137967182754,0.0005276116778051
114,NAPROXENO SOD MG CPR REVEST 550MG x 10,TAXA DE ENTREGA,0.2043413173652694,1.337137967182754,0.0005276116778051
694,7891058002916,XANTINON NF CPR REVEST x 100,0.0098239302639316,1.3155168066110496,0.000548870756398
326,XANTINON NF CPR REVEST x 100,7891058002916,0.0734989648033126,1.3155168066110496,0.000548870756398
545,CIMEGRIPE CAPSULAS 400MG x 20,CIMELIDE CPR 100MG x 12,0.0259300280148543,1.31011333615995,0.0007691921163606
477,CIMELIDE CPR 100MG x 12,CIMEGRIPE CAPSULAS 400MG x 20,0.0388633922468508,1.3101133361599495,0.0007691921163606
792,TAXA DE ENTREGA,7898639693402,0.0036548505811085,1.3042170460556526,0.0005585339739402
119,7898639693402,TAXA DE ENTREGA,0.1993103448275862,1.3042170460556526,0.0005585339739402
774,TAXA DE ENTREGA,CLOR NARATRIPTA MG CPR REV . 2.50MG x 10,0.0040595399188092,1.2918274920232289,0.0006203785662104
121,CLOR NARATRIPTA MG CPR REV . 2.50MG x 10,TAXA DE ENTREGA,0.1974169741697417,1.2918274920232289,0.0006203785662104
476,NIMESULIDA 100MG C/12 (GLOBO),DIPIRONA SODICA MG CPR 50X10 500MG x 500,0.0389115174625184,1.2883178163911604,0.0008677569352912
529,DIPIRONA SODICA MG CPR 50X10 500MG x 500,NIMESULIDA 100MG C/12 (GLOBO),0.0287304837471205,1.2883178163911604,0.0008677569352912
481,EXPEC XAROPE 120ML x 1,CIMEGRIPE CAPSULAS 400MG x 20,0.0381958553433563,1.2876101796137538,0.0007266739591748
557,CIMEGRIPE CAPSULAS 400MG x 20,EXPEC XAROPE 120ML x 1,0.02449670988338,1.2876101796137538,0.0007266739591748
123,LORATAMED XAROPE 1.00MG 100ML x 1 /ML,TAXA DE ENTREGA,0.1967673928320449,1.2875768594022448,0.0005411401823642
798,TAXA DE ENTREGA,LORATAMED XAROPE 1.00MG 100ML x 1 /ML,0.0035410317048803,1.2875768594022448,0.0005411401823642
338,7896094910683,7891058002916,0.0708456329223823,1.2680263053200254,0.000788518551445
643,7891058002916,7896094910683,0.0141132519284651,1.2680263053200254,0.000788518551445
125,CETOPROFENO MG CPR REVEST 100MG x 20,TAXA DE ENTREGA,0.1937457511896669,1.2678042954619728,0.0005508033999064
794,TAXA DE ENTREGA,CETOPROFENO MG CPR REVEST 100MG x 20,0.003604264413896,1.2678042954619728,0.0005508033999064
133,PREDNISONA MG CPR 20mg x 10,TAXA DE ENTREGA,0.1890710382513661,1.2372146122981469,0.0006686946539215
767,TAXA DE ENTREGA,PREDNISONA MG CPR 20mg x 10,0.0043757034638878,1.2372146122981469,0.0006686946539215
482,CIMELIDE CPR 100MG x 12,DIPIRONA SODICA MG CPR 50X10 500MG x 500,0.0373010448198418,1.2349968272940537,0.0007382698202255
559,DIPIRONA SODICA MG CPR 50X10 500MG x 500,CIMELIDE CPR 100MG x 12,0.024443306885078,1.2349968272940537,0.0007382698202255
765,TAXA DE ENTREGA,DORFLEX CPR x 300,0.0046286342999506,1.1921233107447884,0.0007073475240904
138,DORFLEX CPR x 300,TAXA DE ENTREGA,0.1821801891488302,1.1921233107447884,0.0007073475240904
807,TAXA DE ENTREGA,ALIVIUM GOTAS 100MG 20ML x 1 /ML,0.0033260404942268,1.1868826405281545,0.0005082852427206
140,ALIVIUM GOTAS 100MG 20ML x 1 /ML,TAXA DE ENTREGA,0.1813793103448276,1.1868826405281545,0.0005082852427206
141,MAXALGINA CPR 1.00G x 10,TAXA DE ENTREGA,0.1810975609756097,1.1850389713981493,0.0005739951220077
784,TAXA DE ENTREGA,MAXALGINA CPR 1.00G x 10,0.0037560229155337,1.185038971398149,0.0005739951220077
637,7891058002916,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),0.0147013040921512,1.1744383157612233,0.0008213734910885
352,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),7891058002916,0.0656167979002624,1.1744383157612233,0.0008213734910885
147,AVAMYS SPRAY NASAL 27.5Y x 120 /DOS,TAXA DE ENTREGA,0.178714859437751,1.1694474075782852,0.0005160158167544
803,TAXA DE ENTREGA,AVAMYS SPRAY NASAL 27.5Y x 120 /DOS,0.0033766266614394,1.1694474075782852,0.0005160158167544
494,LORATAMED CPR 10mg x 12,CIMEGRIPE CAPSULAS 400MG x 20,0.0339890438247011,1.1457954909140555,0.0005276116778051
614,CIMEGRIPE CAPSULAS 400MG x 20,LORATAMED CPR 10mg x 12,0.0177861749951136,1.1457954909140555,0.0005276116778051
699,7891058002916,7896094912977,0.0093396520114843,1.142723760154713,0.0005218137472798
359,7896094912977,7891058002916,0.063844880586427,1.142723760154713,0.0005218137472798
788,TAXA DE ENTREGA,DICL BETAISTINA MG CPR 24mg x 30,0.0037054367483211,1.1426038825606857,0.000566264547974
152,DICL BETAISTINA MG CPR 24mg x 30,TAXA DE ENTREGA,0.1746126340882002,1.1426038825606857,0.000566264547974
594,DIPIRONA SODICA MG CPR 50X10 500MG x 500,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),0.0202841054517532,1.1323253368733286,0.0006126479921766
493,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),DIPIRONA SODICA MG CPR 50X10 500MG x 500,0.0342000215773006,1.1323253368733286,0.0006126479921766
618,DIPIRONA SODICA MG CPR 50X10 500MG x 500,NIMESULIDA MG CPR 100MG x 12,0.0170207320194522,1.1226219612360877,0.000514083173246
495,NIMESULIDA MG CPR 100MG x 12,DIPIRONA SODICA MG CPR 50X10 500MG x 500,0.0339069471000637,1.1226219612360877,0.000514083173246
619,CIMEGRIPE CAPSULAS 400MG x 20,NIMESULIDA MG CPR 100MG x 12,0.0170043651052185,1.1215424625790733,0.0005044199557038
498,NIMESULIDA MG CPR 100MG x 12,CIMEGRIPE CAPSULAS 400MG x 20,0.0332695984703632,1.121542462579073,0.0005044199557038
604,CIMEGRIPE CAPSULAS 400MG x 20,DORFLEX CPR x 36,0.0189588898299563,1.1073284263635843,0.0005623992609571
501,DORFLEX CPR x 36,CIMEGRIPE CAPSULAS 400MG x 20,0.0328479512360311,1.1073284263635843,0.0005623992609571
793,TAXA DE ENTREGA,PURAN T-4 CPR 50.0Y x 30,0.0036295574975023,1.0995476684441623,0.0005546686869233
155,PURAN T-4 CPR 50.0Y x 30,TAXA DE ENTREGA,0.1680327868852459,1.0995476684441623,0.0005546686869233
668,7891058002916,ENGOV CPR ENV 25X6 x 150,0.0119339997924521,1.0981614399091877,0.000666762010413
366,ENGOV CPR ENV 25X6 x 150,7891058002916,0.0613551484972434,1.0981614399091872,0.000666762010413
565,MAXALGINA GOTAS 500MG 20ML x 1 /ML,NIMESULIDA 100MG C/12 (GLOBO),0.0240447343895619,1.0782018143906311,0.0007479330377677
497,NIMESULIDA 100MG C/12 (GLOBO),MAXALGINA GOTAS 500MG 20ML x 1 /ML,0.0335384348730392,1.0782018143906311,0.0007479330377677
508,LORATAMED CPR 10mg x 12,DIPIRONA SODICA MG CPR 50X10 500MG x 500,0.0323705179282868,1.071752470537609,0.0005024873121953
623,DIPIRONA SODICA MG CPR 50X10 500MG x 500,LORATAMED CPR 10mg x 12,0.0166368057332992,1.071752470537609,0.0005024873121953
161,AMOXICILINA MG CAPSULAS 500MG x 21,TAXA DE ENTREGA,0.1629116117850953,1.066036493360752,0.0005450054693811
796,TAXA DE ENTREGA,AMOXICILINA MG CAPSULAS 500MG x 21,0.0035663247884865,1.0660364933607518,0.0005450054693811
499,7891058002916,MAXALGINA GOTAS 500MG 20ML x 1 /ML,0.0331384689888961,1.0653436132369432,0.001851472481089
373,MAXALGINA GOTAS 500MG 20ML x 1 /ML,7891058002916,0.0595215905560733,1.0653436132369432,0.001851472481089
592,MAXALGINA GOTAS 500MG 20ML x 1 /ML,CIMELIDE CPR 100MG x 12,0.0208139173656415,1.051622107883451,0.0006474355753286
504,CIMELIDE CPR 100MG x 12,MAXALGINA GOTAS 500MG 20ML x 1 /ML,0.0327116492530026,1.051622107883451,0.0006474355753286
786,TAXA DE ENTREGA,NIMESULIDA MG CPR 100MG x 12,0.0037307298319274,1.038954044141495,0.0005701298349908
164,NIMESULIDA MG CPR 100MG x 12,TAXA DE ENTREGA,0.158772874058127,1.038954044141495,0.0005701298349908
789,TAXA DE ENTREGA,HERIKA GAZE 13 FIOS x 10,0.0036801436647148,1.0226648849939652,0.0005623992609571
167,HERIKA GAZE 13 FIOS x 10,TAXA DE ENTREGA,0.1562835660580021,1.0226648849939652,0.0005623992609571
168,COTONETE J E J HAST FL CAIX x 75,TAXA DE ENTREGA,0.1559905100830367,1.020747229398472,0.0005082852427206
808,TAXA DE ENTREGA,COTONETE J E J HAST FL CAIX x 75,0.0033260404942268,1.020747229398472,0.0005082852427206
358,BANNER THERAPI,NEOSORO AD SOLN NASAL 30ML x 1,0.0638766519823788,1.0169361105391943,0.0005604666174486
709,NEOSORO AD SOLN NASAL 30ML x 1,BANNER THERAPI,0.0089228023753115,1.0169361105391943,0.0005604666174486
617,MAXALGINA GOTAS 500MG 20ML x 1 /ML,DORFLEX CPR x 36,0.0172103137620379,1.0051996623361803,0.0005353422518389
512,DORFLEX CPR x 36,MAXALGINA GOTAS 500MG 20ML x 1 /ML,0.0312676374308612,1.0051996623361803,0.0005353422518389
